,ecutrho,k_density,ecutwfc,converged,accuracy,delta_E,PTC1,PTC2,PTC3,PTC4,PTC5,PTC6,PTC7,PTC8,PTC9,PTC10,PTC11,PTC12,PTC13,PTC14,PTC15,PTC16,PTC17,PTC18
0,140,0.1,100,True,8.6e-11,6.356499999782272e-05,0.621403704144187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.378596295855813,0.0,0.0,0.0
1,140,0.5,100,True,1.7e-10,-0.00014174500000052603,0.621403704144187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.378596295855813,0.0,0.0,0.0
2,140,0.25,100,True,4.5e-11,-0.002329510000002699,0.621403704144187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.378596295855813,0.0,0.0,0.0
3,140,0.16666666666666666,100,True,5.5e-10,0.00019994499999853588,0.621403704144187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.378596295855813,0.0,0.0,0.0
4,140,0.125,100,True,8.7e-10,5.501499999382986e-05,0.621403704144187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.378596295855813,0.0,0.0,0.0
5,180,0.1,100,True,8.3e-11,2.564499999380132e-05,0.621403704144187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.378596295855813,0.0,0.0,0.0
6,180,0.5,100,True,3.1e-10,-0.00018000000000029104,0.621403704144187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.378596295855813,0.0,0.0,0.0
7,180,0.25,100,True,1.2e-10,-0.0023672650000037265,0.621403704144187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.378596295855813,0.0,0.0,0.0
8,180,0.16666666666666666,100,True,4.3e-10,0.00016204499999616928,0.621403704144187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.378596295855813,0.0,0.0,0.0
9,180,0.125,100,True,7.1e-10,1.7079999999225493e-05,0.621403704144187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.378596295855813,0.0,0.0,0.0
10,220,0.1,100,True,8.1e-11,1.2559999994721238e-05,0.621403704144187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.378596295855813,0.0,0.0,0.0
11,220,0.5,100,True,3.1e-10,-0.00019338000000601596,0.621403704144187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.378596295855813,0.0,0.0,0.0
12,220,0.25,100,True,3.8e-10,-0.002380270000003293,0.621403704144187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.378596295855813,0.0,0.0,0.0
13,220,0.16666666666666666,100,True,4.4e-10,0.0001489649999939502,0.621403704144187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.378596295855813,0.0,0.0,0.0
14,220,0.125,100,True,6.3e-10,3.994999993039983e-06,0.621403704144187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.378596295855813,0.0,0.0,0.0
15,260,0.1,100,True,7.9e-11,9.749999996699898e-06,0.621403704144187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.378596295855813,0.0,0.0,0.0
16,260,0.5,100,True,3.1e-10,-0.0001961800000032099,0.621403704144187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.378596295855813,0.0,0.0,0.0
17,260,0.25,100,True,4e-10,-0.002383075000004453,0.621403704144187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.378596295855813,0.0,0.0,0.0
18,260,0.16666666666666666,100,True,4.5e-10,0.00014615999999989526,0.621403704144187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.378596295855813,0.0,0.0,0.0
19,260,0.125,100,True,7e-10,1.1899999989850585e-06,0.621403704144187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.378596295855813,0.0,0.0,0.0
20,300,0.1,100,True,1e-09,5.189999995991457e-06,0.621403704144187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.378596295855813,0.0,0.0,0.0
21,300,0.5,100,True,3.1e-10,-0.00020080500000574375,0.621403704144187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.378596295855813,0.0,0.0,0.0
22,300,0.25,100,True,3.9e-10,-0.002387625000004334,0.621403704144187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.378596295855813,0.0,0.0,0.0
23,300,0.16666666666666666,100,True,4.6e-10,0.0001415949999952204,0.621403704144187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.378596295855813,0.0,0.0,0.0
24,300,0.125,100,True,6.7e-10,-3.375000005689799e-06,0.621403704144187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.378596295855813,0.0,0.0,0.0
25,340,0.1,100,True,9.6e-10,1.7999999997186933e-06,0.621403704144187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.378596295855813,0.0,0.0,0.0
26,340,0.5,100,True,2e-10,-0.00020416500000663973,0.621403704144187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.378596295855813,0.0,0.0,0.0
27,340,0.25,100,True,7e-11,-0.0023910300000054008,0.621403704144187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.378596295855813,0.0,0.0,0.0
28,340,0.16666666666666666,100,True,4.7e-10,0.00013820499999894764,0.621403704144187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.378596295855813,0.0,0.0,0.0
29,340,0.125,100,True,7.8e-10,-6.765000001962562e-06,0.621403704144187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.378596295855813,0.0,0.0,0.0
30,380,0.1,100,True,7.7e-10,0.0,0.621403704144187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.378596295855813,0.0,0.0,0.0
31,380,0.5,100,True,2.1e-10,-0.00020598000000404681,0.621403704144187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.378596295855813,0.0,0.0,0.0
32,380,0.25,100,True,3.7e-10,-0.002392825000001153,0.621403704144187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.378596295855813,0.0,0.0,0.0
33,380,0.16666666666666666,100,True,4.8e-10,0.00013640499999922895,0.621403704144187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.378596295855813,0.0,0.0,0.0
34,380,0.125,100,True,2.2e-11,-8.565000001681256e-06,0.621403704144187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.378596295855813,0.0,0.0,0.0
35,380,0.25,25,True,9.9e-10,0.047191474999998206,0.621403704144187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.378596295855813,0.0,0.0,0.0
36,100,0.5,30,True,5e-10,0.010262834999998915,0.621403704144187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.378596295855813,0.0,0.0,0.0
37,180,0.5,30,True,5.1e-10,0.009737954999998522,0.621403704144187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.378596295855813,0.0,0.0,0.0
38,180,0.25,30,True,2.4e-10,0.007101599999998598,0.621403704144187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.378596295855813,0.0,0.0,0.0
